,a,grammatical,b
2342,Rebecca dangled the ground with the trophy.,1,Rebecca dangled the trophy above the ground.
2343,Michael dangled the roof with the trophy.,1,Michael dangled the trophy above the roof.
2344,David dangled the stairwell with the trophy.,1,David dangled the trophy above the stairwell.
2345,Elizabeth dangled the doorframe with the picture.,1,Elizabeth dangled the picture above the doorframe.
2346,Michael dangled the floor with the picture.,1,Michael dangled the picture above the floor.
2347,James dangled the ground with the picture.,1,James dangled the picture above the ground.
2348,Christopher dangled the roof with the picture.,1,Christopher dangled the picture above the roof.
2349,Jason dangled the stairwell with the picture.,1,Jason dangled the picture above the stairwell.
2350,James dangled the doorframe with the painting.,1,James dangled the painting above the doorframe.
2351,Rebecca dangled the floor with the painting.,1,Rebecca dangled the painting above the floor.
2352,Rebecca dangled the ground with the painting.,1,Rebecca dangled the painting above the ground.
2353,Jessica dangled the roof with the painting.,1,Jessica dangled the painting above the roof.
2354,Jason dangled the stairwell with the painting.,1,Jason dangled the painting above the stairwell.
2355,Jason dangled the doorframe with the masterpiece.,1,Jason dangled the masterpiece above the doorframe.
2356,Michael dangled the floor with the masterpiece.,1,Michael dangled the masterpiece above the floor.
2357,Jessica dangled the ground with the masterpiece.,1,Jessica dangled the masterpiece above the ground.
2358,Christopher dangled the roof with the masterpiece.,1,Christopher dangled the masterpiece above the roof.
2359,Jason dangled the stairwell with the masterpiece.,1,Jason dangled the masterpiece above the stairwell.
2360,Kelly slung the doorframe with the trophy.,1,Kelly slung the trophy above the doorframe.
2361,Christopher slung the floor with the trophy.,1,Christopher slung the trophy above the floor.
2362,Jessica slung the ground with the trophy.,1,Jessica slung the trophy above the ground.
2363,Rebecca slung the roof with the trophy.,1,Rebecca slung the trophy above the roof.
2364,David slung the stairwell with the trophy.,1,David slung the trophy above the stairwell.
2365,Nicole slung the doorframe with the picture.,1,Nicole slung the picture above the doorframe.
2366,Michael slung the floor with the picture.,1,Michael slung the picture above the floor.
2367,James slung the ground with the picture.,1,James slung the picture above the ground.
2368,Jessica slung the roof with the picture.,1,Jessica slung the picture above the roof.
2369,James slung the stairwell with the picture.,1,James slung the picture above the stairwell.
2370,Jason slung the doorframe with the painting.,1,Jason slung the painting above the doorframe.
2371,Jessica slung the floor with the painting.,1,Jessica slung the painting above the floor.
2372,Nicole slung the ground with the painting.,1,Nicole slung the painting above the ground.
2373,Rebecca slung the roof with the painting.,1,Rebecca slung the painting above the roof.
2374,Kelly slung the stairwell with the painting.,1,Kelly slung the painting above the stairwell.
2375,Elizabeth slung the doorframe with the masterpiece.,1,Elizabeth slung the masterpiece above the doorframe.
2376,Jessica slung the floor with the masterpiece.,1,Jessica slung the masterpiece above the floor.
2377,James slung the ground with the masterpiece.,1,James slung the masterpiece above the ground.
2378,Michael slung the roof with the masterpiece.,1,Michael slung the masterpiece above the roof.
2379,Jason slung the stairwell with the masterpiece.,1,Jason slung the masterpiece above the stairwell.
2380,Elizabeth suspended the doorframe with the trophy.,1,Elizabeth suspended the trophy above the doorframe.
2381,James suspended the floor with the trophy.,1,James suspended the trophy above the floor.
2382,Michael suspended the ground with the trophy.,1,Michael suspended the trophy above the ground.
2383,Michael suspended the roof with the trophy.,1,Michael suspended the trophy above the roof.
2384,Michael suspended the stairwell with the trophy.,1,Michael suspended the trophy above the stairwell.
2385,James suspended the doorframe with the picture.,1,James suspended the picture above the doorframe.
2386,Jessica suspended the floor with the picture.,1,Jessica suspended the picture above the floor.
2387,Kelly suspended the ground with the picture.,1,Kelly suspended the picture above the ground.
2388,Michael suspended the roof with the picture.,1,Michael suspended the picture above the roof.
2389,Rebecca suspended the stairwell with the picture.,1,Rebecca suspended the picture above the stairwell.
2390,Michael suspended the doorframe with the painting.,1,Michael suspended the painting above the doorframe.
2391,Jason suspended the floor with the painting.,1,Jason suspended the painting above the floor.
2392,Elizabeth suspended the ground with the painting.,1,Elizabeth suspended the painting above the ground.
2393,Michael suspended the roof with the painting.,1,Michael suspended the painting above the roof.
2394,Michael suspended the stairwell with the painting.,1,Michael suspended the painting above the stairwell.
2395,Jessica suspended the doorframe with the masterpiece.,1,Jessica suspended the masterpiece above the doorframe.
2396,Elizabeth suspended the floor with the masterpiece.,1,Elizabeth suspended the masterpiece above the floor.
2397,Rebecca suspended the ground with the masterpiece.,1,Rebecca suspended the masterpiece above the ground.
2398,Jessica suspended the roof with the masterpiece.,1,Jessica suspended the masterpiece above the roof.
2399,Jason suspended the stairwell with the masterpiece.,1,Jason suspended the masterpiece above the stairwell.
2400,Michael mounted the doorframe with the trophy.,1,Michael mounted the trophy above the doorframe.
2401,Nicole mounted the floor with the trophy.,1,Nicole mounted the trophy above the floor.
2402,Jessica mounted the ground with the trophy.,1,Jessica mounted the trophy above the ground.
2403,Nicole mounted the roof with the trophy.,1,Nicole mounted the trophy above the roof.
2404,Nicole mounted the stairwell with the trophy.,1,Nicole mounted the trophy above the stairwell.
2405,James mounted the doorframe with the picture.,1,James mounted the picture above the doorframe.
2406,Jessica mounted the floor with the picture.,1,Jessica mounted the picture above the floor.
2407,Kelly mounted the ground with the picture.,1,Kelly mounted the picture above the ground.
2408,James mounted the roof with the picture.,1,James mounted the picture above the roof.
2409,James mounted the stairwell with the picture.,1,James mounted the picture above the stairwell.
2410,Nicole mounted the doorframe with the painting.,1,Nicole mounted the painting above the doorframe.
2411,Michael mounted the floor with the painting.,1,Michael mounted the painting above the floor.
2412,Kelly mounted the ground with the painting.,1,Kelly mounted the painting above the ground.
2413,Elizabeth mounted the roof with the painting.,1,Elizabeth mounted the painting above the roof.
2414,Christopher mounted the stairwell with the painting.,1,Christopher mounted the painting above the stairwell.
2415,Nicole mounted the doorframe with the masterpiece.,1,Nicole mounted the masterpiece above the doorframe.
2416,James mounted the floor with the masterpiece.,1,James mounted the masterpiece above the floor.
2417,Nicole mounted the ground with the masterpiece.,1,Nicole mounted the masterpiece above the ground.
2418,Rebecca mounted the roof with the masterpiece.,1,Rebecca mounted the masterpiece above the roof.
2419,Elizabeth mounted the stairwell with the masterpiece.,1,Elizabeth mounted the masterpiece above the stairwell.
2420,Michael hammered the drywall with the nail.,1,Michael hammered the nail into the drywall.
2421,Elizabeth hammered the floor with the nail.,1,Elizabeth hammered the nail into the floor.
2422,Nicole hammered the brick with the nail.,1,Nicole hammered the nail into the brick.
2423,Nicole hammered the wood with the nail.,1,Nicole hammered the nail into the wood.
2424,Elizabeth hammered the drywall with the peg.,1,Elizabeth hammered the peg into the drywall.
2425,Nicole hammered the floor with the peg.,1,Nicole hammered the peg into the floor.
2426,Michael hammered the brick with the peg.,1,Michael hammered the peg into the brick.
2427,James hammered the wood with the peg.,1,James hammered the peg into the wood.
2428,Jessica hammered the drywall with the pin.,1,Jessica hammered the pin into the drywall.
2429,Kelly hammered the floor with the pin.,1,Kelly hammered the pin into the floor.
2430,Kelly hammered the brick with the pin.,1,Kelly hammered the pin into the brick.
2431,Jason hammered the wood with the pin.,1,Jason hammered the pin into the wood.
2432,Nicole pounded the drywall with the nail.,1,Nicole pounded the nail into the drywall.
2433,Rebecca pounded the floor with the nail.,1,Rebecca pounded the nail into the floor.
2434,Elizabeth pounded the brick with the nail.,1,Elizabeth pounded the nail into the brick.
2435,Jason pounded the wood with the nail.,1,Jason pounded the nail into the wood.
2436,James pounded the drywall with the peg.,1,James pounded the peg into the drywall.
2437,Christopher pounded the floor with the peg.,1,Christopher pounded the peg into the floor.
2438,Christopher pounded the brick with the peg.,1,Christopher pounded the peg into the brick.
2439,Nicole pounded the wood with the peg.,1,Nicole pounded the peg into the wood.
2440,James pounded the drywall with the pin.,1,James pounded the pin into the drywall.
2441,Jessica pounded the floor with the pin.,1,Jessica pounded the pin into the floor.
2442,Nicole pounded the brick with the pin.,1,Nicole pounded the pin into the brick.
2443,Jason pounded the wood with the pin.,1,Jason pounded the pin into the wood.
2444,Nicole rammed the drywall with the nail.,1,Nicole rammed the nail into the drywall.
2445,Elizabeth rammed the floor with the nail.,1,Elizabeth rammed the nail into the floor.
2446,Kelly rammed the brick with the nail.,1,Kelly rammed the nail into the brick.
2447,Rebecca rammed the wood with the nail.,1,Rebecca rammed the nail into the wood.
2448,Jason rammed the drywall with the peg.,1,Jason rammed the peg into the drywall.
2449,Rebecca rammed the floor with the peg.,1,Rebecca rammed the peg into the floor.
2450,Michael rammed the brick with the peg.,1,Michael rammed the peg into the brick.
2451,David rammed the wood with the peg.,1,David rammed the peg into the wood.
2452,Jessica rammed the drywall with the pin.,1,Jessica rammed the pin into the drywall.
2453,David rammed the floor with the pin.,1,David rammed the pin into the floor.
2454,Jessica rammed the brick with the pin.,1,Jessica rammed the pin into the brick.
2455,Christopher rammed the wood with the pin.,1,Christopher rammed the pin into the wood.
2456,Christopher banged the drywall with the nail.,1,Christopher banged the nail into the drywall.
2457,Jessica banged the floor with the nail.,1,Jessica banged the nail into the floor.
2458,Jason banged the brick with the nail.,1,Jason banged the nail into the brick.
2459,Jessica banged the wood with the nail.,1,Jessica banged the nail into the wood.
